lat,lon,wheelchair
55.7478585,37.5867405,1
55.7819177,37.6333799,0
55.8351294,37.4471945,0
55.6104052,37.5853645,0
55.8143416,37.6617623,1
55.7441143,37.5669051,0
55.7437178,37.5676006,0
55.743163,37.56471,0
55.7438141,37.5671594,0
55.7973056,37.7251893,0
55.7850026,37.7077251,0
55.7850693,37.7080719,0
55.7851373,37.7088756,0
55.8603019,37.4329127,1
55.8207786,37.8317666,1
55.6883768,37.5732294,0
55.7662068,37.6320303,0
55.7658952,37.6322394,0
55.7591694,37.6453003,0
55.5683753,37.5749556,0
55.5687238,37.5752121,0
55.7846227,37.7089943,0
55.8066318,37.6358535,1
55.8289599,37.4526311,1
55.829107,37.4513948,1
55.8517675,37.4389775,1
55.7566981,37.5536771,1
55.7654989,37.6364397,0
55.7652693,37.6369514,0
55.7660946,37.6371129,0
55.76629,37.6363325,0
55.7537389,37.8237988,1
55.7518751,37.831558,1
55.6112306,37.6062103,0
55.8692313,37.5909876,1
55.6076132,37.5897364,0
55.6072592,37.59138,0
55.7477047,37.7077503,1
55.6589947,37.4318875,1
55.6404817,37.6055388,0
55.6404159,37.6057196,0
55.6891714,37.5308989,0
55.6637944,37.606049,0
55.7756203,37.4832441,0
55.7941353,37.5871758,0
55.7777427,37.517243,1
55.8930706,37.4422242,1
55.734438,37.7520612,1
55.6111861,37.5990476,0
55.630308,37.6241689,0
55.8499729,37.4248625,0
55.8486674,37.4262811,0
55.6563079,37.5403162,1
55.6560341,37.5400118,0
55.6565739,37.5394444,0
55.6563183,37.5391907,0
55.8280778,37.45213,0
55.7828398,37.5906798,1
55.784464,37.5694957,0
55.7537311,37.6354408,0
55.7531036,37.6330086,0
55.7540791,37.6349888,0
55.7541501,37.6341688,0
55.859852,37.4327562,0
55.7189675,37.4219018,0
55.7063236,37.6855656,0
55.777547,37.5821259,0
55.7166695,37.3876442,1
55.864907,37.6041444,1
55.8651827,37.6035347,1
55.8678079,37.5919101,0
55.7526217,37.6784159,1
55.8190889,37.640167,1
55.8842076,37.6868222,1
55.6575961,37.6414104,1
55.8593034,37.4375962,0
55.6483586,37.7409452,0
55.8077375,37.5806626,1
55.8078719,37.5802253,0
55.772461,37.591513,1
55.6092835,37.6059018,0
55.6469628,37.4113327,1
55.9367277,37.5525919,1
55.6266318,37.6651887,1
55.7632249,37.7844909,1
55.8355251,37.3547729,1
55.781777,37.6632684,0
55.9275385,37.8140443,1
55.7662892,37.6478309,0
55.8589677,37.4377217,0
55.8588777,37.4377558,0
55.8384347,37.4287358,0
55.6205234,37.6697941,0
55.6196578,37.670656,0
55.620227,37.6704636,0
55.6227462,37.6686287,0
55.6224198,37.6689216,0
55.6221612,37.6682594,0
55.8558429,37.5626888,1
55.6458405,37.5194431,1
55.645891,37.5197281,1
55.6458918,37.5201367,1
55.646219,37.5191512,1
55.6457979,37.5200188,1
55.6461579,37.5193882,1
55.8905491,37.5965989,1
55.9317618,37.5202352,0
55.7406224,37.5435799,1
55.7549208,37.6091588,0
55.7792533,37.6648586,0
55.7774902,37.6629573,0
55.6111335,37.598993,1
55.8648069,37.6042686,0
55.7757207,37.7088785,1
55.9368917,37.5157743,0
55.6367441,37.6553167,0
55.6348444,37.6578741,0
55.6364467,37.655589,0
55.6351256,37.6576119,0
55.7641447,37.6614796,0
55.6359903,37.6729715,1
55.775498,37.6561271,0
55.7767475,37.655937,1
55.6620345,37.4694803,1
55.693969,37.5715983,0
55.8327594,37.572032,1
55.6095437,37.6051522,0
55.804834,37.7250588,0
55.749821,37.815655,0
55.6244997,37.602011,0
55.9127796,37.5716744,1
55.9128369,37.5703868,1
55.9129816,37.5723995,1
55.7985607,37.7934668,1
55.8173589,37.7976452,1
55.7936578,37.5866312,1
55.8031708,37.4954545,0
55.7394641,37.5349368,0
55.8888287,37.4533151,1
55.8920286,37.7281161,0
55.7995481,37.7146928,0
55.8227521,37.6585095,0
55.8218734,37.6614179,0
55.8218634,37.6622073,0
55.8250528,37.6524959,0
55.7549621,37.6218197,0
55.7542097,37.6233607,1
